Drug,Phenotype,Disease,drug_relation,drug_display_relation,phenotype_relation,phenotype_display_relation
abacavir,hypotonia,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,dysarthria,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,muscle weakness,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,arthritis,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,limitation of joint mobility,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,alopecia,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,hoarse voice,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,dysphonia,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,cardiomyopathy,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,angina pectoris,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,weight loss,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,fever,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,dysphagia,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,abdominal pain,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,restrictive ventilatory defect,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,dyspnea,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,pulmonary fibrosis,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,gastrointestinal hemorrhage,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,vasculitis,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,arthralgia,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,autoimmunity,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,elevated serum creatine kinase,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,myalgia,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,muscle spasm,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,emg abnormality,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,elevated erythrocyte sedimentation rate,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,erythema,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,elevated c-reactive protein level,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,arrhythmia,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,bundle branch block,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,fatigue,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,cough,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,palpebral edema,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,mucosal telangiectasiae,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,telangiectasia of the skin,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,skin ulcer,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,abnormal eyelid morphology,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,edema,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,acrocyanosis,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,abnormality of the nail,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,abnormality of the voice,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,abnormal eosinophil morphology,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,pulmonary arterial hypertension,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,respiratory insufficiency,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,recurrent respiratory infections,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,diffuse reticular or finely nodular infiltrations,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,lymphoma,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,breast carcinoma,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,abnormal pulmonary interstitial morphology,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,aplasia/hypoplasia of the skin,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,feeding difficulties in infancy,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,inflammatory myopathy,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,abnormal hair quantity,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,sinus tachycardia,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,myocarditis,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,lung adenocarcinoma,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,periorbital edema,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,gastrointestinal stroma tumor,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,gangrene,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
abacavir,papule,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,myositis,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,proximal muscle weakness,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,autosomal dominant inheritance,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,dry skin,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,pruritus,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,cutaneous photosensitivity,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,poikiloderma,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,hypotonia,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,dysarthria,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,muscle weakness,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,arthritis,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,limitation of joint mobility,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,alopecia,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,hoarse voice,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,dysphonia,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,cardiomyopathy,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,angina pectoris,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,weight loss,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,fever,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,dysphagia,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,abdominal pain,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,restrictive ventilatory defect,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,dyspnea,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,pulmonary fibrosis,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,gastrointestinal hemorrhage,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,vasculitis,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,arthralgia,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,autoimmunity,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,elevated serum creatine kinase,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,myalgia,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,muscle spasm,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,emg abnormality,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,elevated erythrocyte sedimentation rate,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,erythema,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,elevated c-reactive protein level,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,arrhythmia,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,bundle branch block,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,fatigue,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,cough,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,palpebral edema,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,mucosal telangiectasiae,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,telangiectasia of the skin,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,skin ulcer,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,abnormal eyelid morphology,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,edema,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,acrocyanosis,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,abnormality of the nail,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,abnormality of the voice,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,abnormal eosinophil morphology,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,pulmonary arterial hypertension,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,respiratory insufficiency,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,recurrent respiratory infections,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,diffuse reticular or finely nodular infiltrations,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,lymphoma,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,breast carcinoma,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,abnormal pulmonary interstitial morphology,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,aplasia/hypoplasia of the skin,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,feeding difficulties in infancy,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,inflammatory myopathy,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,abnormal hair quantity,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,sinus tachycardia,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,myocarditis,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,lung adenocarcinoma,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,periorbital edema,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,gastrointestinal stroma tumor,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,gangrene,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
lamivudine,papule,dermatomyositis,contraindication,contraindication,disease_phenotype_positive,phenotype present
methotrexate,abnormal renal tubule morphology,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,hypotonia,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,gait disturbance,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,reduced tendon reflexes,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,arthritis,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,abnormality of the voice,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,dysphonia,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,abnormal mitral valve morphology,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,congestive heart failure,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,hypertrophic cardiomyopathy,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,weight loss,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,fever,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,gastroesophageal reflux,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,abdominal pain,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,anorexia,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,respiratory insufficiency,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,pulmonary fibrosis,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,gastrointestinal hemorrhage,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,hepatomegaly,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,vasculitis,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,arthralgia,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,exertional dyspnea,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,autoimmunity,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,breast carcinoma,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,elevated serum creatine kinase,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,myalgia,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,emg abnormality,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,proximal muscle weakness,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,abnormal muscle fiber morphology,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,venous thrombosis,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,abnormal atrioventricular conduction,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,abnormal pulmonary interstitial morphology,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,arrhythmia,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,fatigue,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,elevated aldolase level,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
methotrexate,cough,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,abnormal renal tubule morphology,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,hypotonia,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,gait disturbance,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,reduced tendon reflexes,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,arthritis,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,abnormality of the voice,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,dysphonia,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,abnormal mitral valve morphology,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,congestive heart failure,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,hypertrophic cardiomyopathy,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,weight loss,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,fever,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,gastroesophageal reflux,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,abdominal pain,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,anorexia,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,respiratory insufficiency,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,pulmonary fibrosis,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,gastrointestinal hemorrhage,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,hepatomegaly,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,vasculitis,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,arthralgia,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,exertional dyspnea,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,autoimmunity,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,breast carcinoma,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,elevated serum creatine kinase,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,myalgia,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,emg abnormality,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,proximal muscle weakness,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,abnormal muscle fiber morphology,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,venous thrombosis,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,abnormal atrioventricular conduction,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,abnormal pulmonary interstitial morphology,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,arrhythmia,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,fatigue,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,elevated aldolase level,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
azathioprine,cough,polymyositis,off-label use,off-label use,disease_phenotype_positive,phenotype present
vincristine,somatic mutation,wilms tumor,indication,indication,disease_phenotype_positive,phenotype present
vincristine,nephroblastoma,wilms tumor,indication,indication,disease_phenotype_positive,phenotype present
vincristine,autosomal dominant inheritance,wilms tumor,indication,indication,disease_phenotype_positive,phenotype present
vincristine,heterogeneous,wilms tumor,indication,indication,disease_phenotype_positive,phenotype present
vincristine,juvenile onset,wilms tumor,indication,indication,disease_phenotype_positive,phenotype present
vincristine,childhood onset,wilms tumor,indication,indication,disease_phenotype_positive,phenotype present
vincristine,infantile onset,wilms tumor,indication,indication,disease_phenotype_positive,phenotype present
dactinomycin,somatic mutation,wilms tumor,indication,indication,disease_phenotype_positive,phenotype present
dactinomycin,nephroblastoma,wilms tumor,indication,indication,disease_phenotype_positive,phenotype present
dactinomycin,autosomal dominant inheritance,wilms tumor,indication,indication,disease_phenotype_positive,phenotype present
dactinomycin,heterogeneous,wilms tumor,indication,indication,disease_phenotype_positive,phenotype present
dactinomycin,juvenile onset,wilms tumor,indication,indication,disease_phenotype_positive,phenotype present
dactinomycin,childhood onset,wilms tumor,indication,indication,disease_phenotype_positive,phenotype present
dactinomycin,infantile onset,wilms tumor,indication,indication,disease_phenotype_positive,phenotype present
doxorubicin,somatic mutation,wilms tumor,indication,indication,disease_phenotype_positive,phenotype present
doxorubicin,nephroblastoma,wilms tumor,indication,indication,disease_phenotype_positive,phenotype present
doxorubicin,autosomal dominant inheritance,wilms tumor,indication,indication,disease_phenotype_positive,phenotype present
doxorubicin,heterogeneous,wilms tumor,indication,indication,disease_phenotype_positive,phenotype present
doxorubicin,juvenile onset,wilms tumor,indication,indication,disease_phenotype_positive,phenotype present
doxorubicin,childhood onset,wilms tumor,indication,indication,disease_phenotype_positive,phenotype present
doxorubicin,infantile onset,wilms tumor,indication,indication,disease_phenotype_positive,phenotype present
daunorubicin,somatic mutation,wilms tumor,off-label use,off-label use,disease_phenotype_positive,phenotype present
daunorubicin,nephroblastoma,wilms tumor,off-label use,off-label use,disease_phenotype_positive,phenotype present
daunorubicin,autosomal dominant inheritance,wilms tumor,off-label use,off-label use,disease_phenotype_positive,phenotype present
daunorubicin,heterogeneous,wilms tumor,off-label use,off-label use,disease_phenotype_positive,phenotype present
daunorubicin,juvenile onset,wilms tumor,off-label use,off-label use,disease_phenotype_positive,phenotype present
daunorubicin,childhood onset,wilms tumor,off-label use,off-label use,disease_phenotype_positive,phenotype present
daunorubicin,infantile onset,wilms tumor,off-label use,off-label use,disease_phenotype_positive,phenotype present
epirubicin,multifocal breast carcinoma,breast carcinoma,indication,indication,phenotype_phenotype,parent-child
epirubicin,neoplasm of the breast,breast carcinoma,indication,indication,phenotype_phenotype,parent-child
fluorouracil,multifocal breast carcinoma,breast carcinoma,off-label use,off-label use,phenotype_phenotype,parent-child
fluorouracil,neoplasm of the breast,breast carcinoma,off-label use,off-label use,phenotype_phenotype,parent-child
cyclophosphamide,multifocal breast carcinoma,breast carcinoma,indication,indication,phenotype_phenotype,parent-child
cyclophosphamide,neoplasm of the breast,breast carcinoma,indication,indication,phenotype_phenotype,parent-child
carboplatin,multifocal breast carcinoma,breast carcinoma,off-label use,off-label use,phenotype_phenotype,parent-child
carboplatin,neoplasm of the breast,breast carcinoma,off-label use,off-label use,phenotype_phenotype,parent-child
paclitaxel,multifocal breast carcinoma,breast carcinoma,indication,indication,phenotype_phenotype,parent-child
paclitaxel,neoplasm of the breast,breast carcinoma,indication,indication,phenotype_phenotype,parent-child
doxorubicin,multifocal breast carcinoma,breast carcinoma,indication,indication,phenotype_phenotype,parent-child
doxorubicin,neoplasm of the breast,breast carcinoma,indication,indication,phenotype_phenotype,parent-child
ixabepilone,multifocal breast carcinoma,breast carcinoma,indication,indication,phenotype_phenotype,parent-child
ixabepilone,neoplasm of the breast,breast carcinoma,indication,indication,phenotype_phenotype,parent-child
everolimus,multifocal breast carcinoma,breast carcinoma,indication,indication,phenotype_phenotype,parent-child
everolimus,neoplasm of the breast,breast carcinoma,indication,indication,phenotype_phenotype,parent-child
docetaxel,multifocal breast carcinoma,breast carcinoma,indication,indication,phenotype_phenotype,parent-child
docetaxel,neoplasm of the breast,breast carcinoma,indication,indication,phenotype_phenotype,parent-child
drostanolone propionate,breast carcinoma,hereditary breast carcinoma,indication,indication,disease_phenotype_positive,phenotype present
drostanolone propionate,somatic mutation,hereditary breast carcinoma,indication,indication,disease_phenotype_positive,phenotype present
drostanolone propionate,autosomal dominant inheritance,hereditary breast carcinoma,indication,indication,disease_phenotype_positive,phenotype present
drostanolone propionate,heterogeneous,hereditary breast carcinoma,indication,indication,disease_phenotype_positive,phenotype present
bevacizumab,breast carcinoma,hereditary breast carcinoma,indication,indication,disease_phenotype_positive,phenotype present
bevacizumab,somatic mutation,hereditary breast carcinoma,indication,indication,disease_phenotype_positive,phenotype present
bevacizumab,autosomal dominant inheritance,hereditary breast carcinoma,indication,indication,disease_phenotype_positive,phenotype present
bevacizumab,heterogeneous,hereditary breast carcinoma,indication,indication,disease_phenotype_positive,phenotype present
paclitaxel,female reproductive system neoplasm,fallopian tube carcinoma,indication,indication,phenotype_phenotype,parent-child
bevacizumab,female reproductive system neoplasm,fallopian tube carcinoma,indication,indication,phenotype_phenotype,parent-child
methoxsalen,growth delay,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_negative,phenotype absent
methoxsalen,abnormality of the eye,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_negative,phenotype absent
methoxsalen,defective dna repair after ultraviolet radiation damage,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,cutaneous photosensitivity,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,pes cavus,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,variable expressivity,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,ataxia,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,autosomal recessive inheritance,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,growth delay,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,spasticity,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,tremor,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,dermal atrophy,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,squamous cell carcinoma,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,keratitis,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,photophobia,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,telangiectasia,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,poikiloderma,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,hyporeflexia,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,choreoathetosis,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,mental deterioration,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,intellectual disability,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,squamous cell carcinoma of the skin,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,childhood onset,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,short stature,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,cerebellar atrophy,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,pigmentary retinopathy,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,ventriculomegaly,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,hypogonadism,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,progeroid facial appearance,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,increased cellular sensitivity to uv light,xeroderma pigmentosum,contraindication,contraindication,disease_phenotype_positive,phenotype present
